Text,Score
"                            تم طرد ديوغو دالوت، لاعب مانشستر يونايتد، خلال مواجهة الفريق لمنافسه ليفربول، على أرض ملعب ""أنفيلد""، الأحد، ضمن منافسات الدوري الإنجليزي الممتاز (البريميرليغ).                         ",5.5
                            أعلن الاتحاد الدولي للشطرنج، الأحد، استضافة العاصمة الإماراتية أبوظبي أولمبياد الشطرنج 2028.                         ,1.2
                            توج المنتخب المصري للإسكواش بلقب بطولة العالم بعد تغلبه على نظيره الإنجليزي في نهائي البطولة التي استضافتها نيوزيلندا خلال الفترة بين 11 إلى 17 ديسمبر الجاري.                         ,7.4
                            عاش المدافع المغربي أشرف حكيمي لحظة تاريخية بمشاركته في مباراة باريس سان جيرمان ضد ليل، خلال التعادل مع صاحب الأرض 1-1 مساء أمس الأحد، ضمن منافسات الدوري الفرنسي لكرة القدم.                         ,9.4
                            أعلن البطل الأولمبي الروسي يفغيني ريلوف رفضه المشاركة في دورة الألعاب الأولمبية 2024 تحت شروط اللجنة الأولمبية الدولية.                         ,2.6
                            صدر تعليق من مسؤول في اللجنة الأولمبية الدولية، مرة أخرى عن قبول الروس في دورة الألعاب الأولمبية باريس 2024.                         ,2.7
"                            استحدث الاتحاد الدولي لكرة القدم ""فيفا""، الأحد، بطولة جديدة للأندية أبطال القارات، لتحل محل كأس العالم للأندية بنظامها الحالي.                         ",6.7
                            سجل الجناح إبراهيم دياز هدفا عالميا لفريقه ريال مدريد في شباك فياريال خلال مباراة جمعت الفريقين يوم الأحد في المرحلة الـ17 من الدوري الإسباني.                         ,5.6
                            أبدى المدير الفني لنادي ليفربول، الألماني يورغن كلوب، استياءه من تضييع لاعبيه للفرص السانحة خلال مواجهة مانشستر يونايتد يوم الأحد في قمة المرحلة الـ17 من الدوري الإنجليزي.                         ,6.7
"                            فشل نادي ليفربول في استعادة صدارة الدوري الإنجليزي من أرسنال بتعثره بنتيجة التعادل السلبي مع ضيفه وغريمه مانشستر يونايتد يوم الأحد في قمة المرحلة الـ17 من ""لبريمير ليغ"".                         ",7.6
"                            رد نجم نادي الهلال، سلمان الفرج على مدربه البرتغالي جورجي جيسوس الذي استبعده من مواجهة ""الزعيم"" ضد الوحدة، الجمعة الماضي لحساب الأسبوع الـ17 من دوري روشن السعودي للمحترفين.                         ",6.0
"                            استعاد أرسنال توازنه والصدارة مؤقتا بفوزه على ضيفه برايتون 2-0 الأحد على ملعب ""الإمارات"" في لندن في المرحلة الـ17 من الدوري الإنجليزي الممتاز لكرة القدم.                         ",8.1
